"","Charges"
"28714","WEAPON WITHOUT INTENT TO KILL"
"28715","PAROLE VIOLATION FOR THE FLORIDA"
"28716","COMMISSION ON LEWD OR LASCIVIOUS"
"28717","OUT-OF-COUNTY WARRANT/BROWARD"
"28718","COUNTY SO/VOP-POSS OF CANNABIS WITH"
"28719","INTENT TO SELL/CASE #16003845CF10A"
"28720","OUT-OF-COUNTY WARRANT/BROWARD"
"28721","COUNTY SO/VOP-POSS OF"
"28722","ALPRAZOLAM/CASE #16003845CF10A"
"28723","OUT-OF-COUNTY WARRANT/BROWARD"
"28724","COUNTY SO/VOP-POSS OF OXYCODONE/CASE"
"28725","#16003845CF10A"
"28726","OUT-OF-COUNTY WARRANT/BROWARD"
"28727","COUNTY SO/POSS OF CANNABIS WITH"
"28728","INTENT TO SELL/CASE #17013425CF10A"
"28729","OUT-OF-COUNTY WARRANT/BROWARD"
"28730","COUNTY SO/POSS OF CANNABIS/CASE"
"28731","#17013425CF10A"
"28732","CRIMINAL MISCHIEF"
"28733","VOP/VIOLATION OF PROBATION OR"
"28734","COMMUNITY CONTROL/FEL/DELI"
"28735","W/GUN/CONC WPN/AMMO"
"28736","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"28737","WITHOUT PRESCRIPTION"
"28738","POSSESSION OF CONTRABAND AT COUNTY"
"28739","DETENTION FACILITY"
"28740","DRIVING UNDER THE INFLUENCE CAUSING"
"28741","DAMAGE TO PERSON OR PROPERTY"
"28742","POSSESSION OF CANNABIS"
"28743","DOMV/BATTERY TOUCH OR STRIKE"
"28744","OBSTRUCTING JUSTICE TAMPERING IN"
"28745","MISDEMEANOR PROCEEDING"
"28746","VOP/ESCAPE"
"28747","VOP/FTA/POSSESSION OF"
"28748","METHAMPHETAMINE"
"28749","PAROLE VIOLATION/SEXUAL BATTERY BY"
"28750","ADULT (2 COUNTS)/CASE #569464"
"28751","FLEE/ELUDE POLICE AGGRAVATED FLEEING"
"28752","W INJURY OR DAMAGE"
"28753","HIT AND RUN FAIL TO STOP REMAIN AT"
"28754","CRASH INVOLVE INJURY"
"28755","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"28756","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"28757","JUSTICE/PROBATION VIOLATION-STATE OC"
"28758","BURGLARY, 1ST AFTER 06/30/2012 AND"
"28759","THEFT BY TAKING"
"28760","MARIJUANA-POSSESS WITH INTENT TO SELL"
"28761","MFG OR DELIVER SCHEDULE I"
"28762","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"28763","WITHOUT PRESCRIPTION"
"28764","DRUGS-POSSESS WIT SELL ETC OTHER"
"28765","SCHEDULE III OR IV"
"28766","HALLUCINOGEN-POSSESS WIT SELL MFG OR"
"28767","DELIVER SCHEDULE I III OR IV"
"28768","VOP/FTA/PETIT THEFT 1ST OFF"
"28769","FTA/PETIT THEFT 1ST OFF"
"28770","DOMV/OBSTRUCTING JUSTICE TAMPERING"
"28771","IN MISDEMEANOR PROCEEDING"
"28772","DOMV/BATTERY TOUCH OR STRIKE"
"28773","VOP/CARRYING A CONCEALED WEAPON"
"28774","VOP/RESISTING OFFICER WITHOUT"
"28775","VIOLENCE"
"28776","VOP/CRIMINAL MISCHIEF (UNDER $200"
"28777","DAMAGES"
"28778","PETIT THEFT 1ST DEGREE PROPERTY 100 TO"
"28779","UND 300 DOLS"
"28780","USE ANTISHOPLIFTING CNTRL DVC"
"28781","COUNTERMEASURE"
"28782","PETIT THEFT 1ST DEGREE PROPERTY 100 TO"
"28783","UND 300 DOLS"
"28784","POSSESS COUNTERFEITED DRIVERS LICENSE"
"28785","OR ID CARD"
"28786","GRAND THEFT $20,000 LESS THAN $100,000
STOLEN PROP-DEAL IN
FRAUD FALSE OWNER INFO PAWNED ITEMS
$300 OR MORE
BURGL OF STRUCTURE CONVEYANCE
UNARMED WO PERS INSIDE
FRAUD FALSE OWNER INFO PAWNED ITEMS
LESS THAN $300
POSSESSION OF FIREARM BY CONVICTED
FELON
WRIT-WHS $800 OR 30 DAYS LCJ
DOR/RUFF/CARROLL
GRAND THEFT MORE THAN $10,000 BUT
LESS THAN $20,000
HOLD FOR DOC/ FSP WEST UNIT
BATTERY ON OFFICER FIREFIGHTER EMT ETC
RESIST OFFICER OBSTRUCT WO VIOLENCE
FRAUD-IMPERSON ATTEMPT TO USE ID OF
ANOTHER PERSON WO CONSENT
FRAUD-ILLEG USE CREDIT CARDS 2 FEWER
TIMES 6 MOS OBT GOODS MONEY LESS $100
NONMOVING TRAFFIC VIOL DRIVE WHILE LIC
SUSP 1ST OFF
OBSTRUCT CRIMINAL INVEST FALSE INFO TO
LEO RE MISSING PERSON OR FELONY
FRAUD-IMPERSON ATTEMPT TO USE ID OF
ANOTHER PERSON WO CONSENT
"
"28787","FTA/MARIJUANA-POSSESS NOT MORE THAN"
"28788","20 GRAMS"
"28789","PUBLIC ASSISTANCE FRAUD"
"28790","BATTERY TOUCH OR STRIKE"
"28791","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"28792","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"28793","JUSTICE/DECATUR COUNTY SO/DWLSR 1ST"
"28794","OFF/CASE #16SC00579"
"28795","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"28796","JUSTICE/DECATUR COUNTY SO/POSS OF"
"28797","MARIJUANA/CASE #16SC00594"
"28798","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"28799","JUSTICE/DECATUR COUNTY SO/DWLSR 1ST"
"28800","OFF/CASE #16SC00553"
"28801","VOP/POSSESSION OF CONTROLLED"
"28802","SUBSTANCE"
"28803","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"28804","WITHOUT PRESCRIPTION"
"28805","TRESPASSING STRUCTURE OR CONVEYANCE"
"28806","BATTERY TOUCH OR STRIKE"
"28807","DAMAGE PROP-CRIM MISCH OVER 200"
"28808","DOLLARS UNDER 1000 DOLLARS"
"28809","HIT AND RUN LEAVE SCENE OF CRASH"
"28810","INVOLVE DAMAGE TO PROP-MORE THAN $50"
"28811","DAMAGE"
"28812","NONMOVING TRAFFIC VIOL - DRIVE WITH"
"28813","SUSPENDED REVOKED LICENSE"
"28814","INTIMIDATION WRITTEN THREAT TO KILL"
"28815","OR INJURE"
"28816","CRIMES AGAINST PERSON CORRUPT BY"
"28817","THREAT PUBLIC SERVANT OR FAMILY"
"28818","DOC HOLD/WAKULLA CI ANNEX"
"28819","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"28820","JUSTICE/U S MARSHAL HOLD/MACON, GA"
"28821","HOLD FOR GADSDEN COUNTY SO, CASE #18-"
"28822","19MMMA"
"28823","VOP/FTA/DOMESTIC BATTERY BY"
"28824","STRANGULATION"
"28825","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"28826","WITHOUT PRESCRIPTION"
"28827","DUI AND DAMAGE PROPERTY OR PERSON OF"
"28828","ANOTHER"
"28829","BATTERY 2ND OR SUBSQ OFF"
"28830","HOLD FOR DOC/ UNION CI"
"28831","DUI AND DAMAGE PROPERTY OR PERSON OF"
"28832","ANOTHER"
"28833","DUI UNLAW BLD ALCH .15 OR HIGHER OR W"
"28834","PERSON UNDER 18 IN VEHICLE"
"28835","OUT-OF-COUNTY WARRANT FOR"
"28836","HILLSBOROUGH SO CASE#18CF013071"
"28837","PASS COUNTERFEITED INSTRUMENT"
"28838","FRAUD-SWINDLE DEFRAUD FINANCIAL"
"28839","INSTITUTION"
"28840","GRAND THEFT IS $300 OR MORE BUT LESS"
"28841","THAN $5000"
"28842","POSSESS COUNTERFEITED PAYMENT"
"28843","INSTRUMENT"
"28844","FRAUD-IMPERSON ATTEMPT TO USE ID OF"
"28845","ANOTHER PERSON WO CONSENT"
"28846","FELONY THEFT"
"28847","OUT-OF-COUNTY WARRANT/WAKULLA"
"28848","COUNTY SO/WRIT OF BODILY"
"28849","ATTACHMENT/CASE #17-160"
"28850","POSSESSION OF CONTROLLED SUBSTANCE"
"28851","POSSESSION OF CANNABIS"
"28852","POSSESSION OF PARAPHERNALIA"
"28853","ROBBERY BY SUDDEN SNATCHING WO"
"28854","FIREARM OR WEAPON"
"28855","DUI ALCOHOL OR DRUGS"
"28856","BATTERY ON OFFICER FIREFIGHTER EMT ETC"
"28857","VOP/FTA/AGGRAVATED BATTERY (PREGNANT"
"28858","VICTIM)"
"28859","VOP/POSSESSION OF CONTROLLED"
"28860","SUBSTANCE WITH INTENT TO SELL OR"
"28861","DELIVER"
"28862","VOP/TAMPERING WITH PHYSICAL EVIDENCE"
"28863","HEROIN-TRAFFIC 4 GRAMS TO UNDER 30"
"28864","KILOGRAMS"
"28865","AMPHETAMINE-TRAFFIC OR"
"28866","METHAMPHETAMINE 14 GRAMS OR OVER"
"28867","POSSESSION OF WEAPON OR AMMO BY"
"28868","CONVICTED FLORIDA FELON"
"28869","NARCOTIC EQUIP-POSSESS AND OR USE"
"28870","OUT-OF-COUNTY WARRANT/ESCAMBIA"
"28871","COUNTY SO/FTA-FELONY BATTERY/CASE"
"28872","#182628CIRA"
"28873","FTA/UTTERING"
"28874","FTA/GRAND THEFT MORE THAN $300 BUT"
"28875","LESS THAN $5,000"
"28876","BATTERY 2ND OR SUBSQ OFF"
"28877","SIMPLE ASSAULT INTENT THREAT TO DO"
"28878","VIOLENCE"
"28879","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"28880","PASS FORGED ALTERED INSTRUMENT"
"28881","COUNTERFEITING PAY INSTRUMENT WIT"
"28882","DEFRAUD"
"28883","GRAND THEFT IS $300 OR MORE BUT LESS"
"28884","THAN $5000"
"28885","TRESPASSING STRUCTURE OR CONVEYANCE"
"28886","PASS FORGED ALTERED INSTRUMENT"
"28887","GRAND THEFT IS $300 OR MORE BUT LESS"
"28888","THAN $5000"
"28889","THEFT OF CREDIT CARD"
"28890","FORGERY OF ALTER PUBLIC RECORD"
"28891","CERTIFICATE ETC"
"28892","FRAUD-IMPERSON ATTEMPT TO USE ID OF"
"28893","ANOTHER PERSON WO CONSENT"
"28894","FRAUD-ILLEG USE CREDIT CARDS USE MORE"
"28895","2 TIMES 6 MOS OBT GDS MONEY $100 MORE"
"28896","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"28897","LARC PETIT THEFT FROM MERCHANT 3RD"
"28898","SUBSQ OFF"
"28899","MARIJUANA-POSSESS POSSESS MARIJUANA"
"28900","OVER 20 GRAMS"
"28901","MARIJUANA-POSSESS WITH INTENT TO SELL"
"28902","MFG OR DELIVER SCHEDULE I"
"28903","NARCOTIC EQUIP-POSSESS MANUFACTURE"
"28904","DELIVER"
"28905","MOVING TRAFFIC VIOL DRIVE WITH"
"28906","SUSPENDED REVOKED LICENSE SUBSQ OFF"
"28907","MARIJUANA-POSSESS WITH INTENT TO SELL"
"28908","MFG OR DELIVER SCHEDULE I"
"28909","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"28910","WITHOUT PRESCRIPTION"
"28911","VOP/GRAND THEFT OF FIREARM"
"28912","VOP/DEALING IN STOLEN PROPERTY"
"28913","VOP/DEFRAUDING A PAWNBROKER"
"28914","GADSDEN-COUNTY WARRANT/CASE#18-"
"28915","398CF/BATTERY OF CHILD"
"28916","GADSDEN-COUNTY WARRANT/CASE#18-"
"28917","398CF/BATTERY"
"28918","GADSDEN-COUNTY WARRANT/CASE#18-"
"28919","398CF/CRIMINAL MISCHIEF"
"28920","NARCOTIC EQUIP-POSSESS AND OR USE"
"28921","MARIJUANA-POSSESS NOT MORE THAN 20"
"28922","GRAMS"
"28923","BATTERY TOUCH OR STRIKE"
"28924","NARCOTIC EQUIP-POSSESS AND OR USE"
"28925","RESIST OFFICER WITH VIOLENCE"
"28926","AGGRAV BATTERY OFFENDR KNEW/SHOULD"
"28927","HAVE KNOWN VICT PREGNANT"
"28928","PETIT THEFT 1ST OFF"
"28929","CRIMES AGAINST PERSON RESIST PROP"
"28930","RECOVERY RETAIL MERCHANT OR FARMER"
"28931","AGGRAVATED BATTERY WITH A DEADLY"
"28932","WEAPON"
"28933","CONDIT RELEASE VIOLATION PRE TRIAL"
"28934","RELEASE COND VIOL FOR DOMEST VIOL"
"28935","AGGRAVATED BATTERY WITH A DEADLY"
"28936","WEAPON"
"28937","CONDIT RELEASE VIOLATION PRE TRIAL"
"28938","RELEASE COND VIOL FOR DOMEST VIOL"
"28939","VOP/FTA/PETIT THEFT"
"28940","GRAND THEFT IS $300 OR MORE BUT LESS"
"28941","THAN $5000"
"28942","POSSESS COUNTERFEITED DRIVERS LICENSE"
"28943","OR ID CARD"
"28944","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"28945","SUSP 3RD OR SUBSQ OFF"
"28946","ORANGE CO SO/ CASE#DR10-6002/ WRIT OF"
"28947","BODILY ATTACHMENT"
"28948","PETIT THEFT THIRD OR SUBSQ OFF"
"28949","DUI AND DAMAGE PROPERTY OR PERSON OF"
"28950","ANOTHER"
"28951","HOMICIDE-WILFUL KILL MURDER NOT"
"28952","PREMEDITATED NO FELONY OFFENSE"
"28953","AGGRAVATED ASSAULT WITH FIREARM"
"28954","POSSESSION OF FIREARM BY CONVICTED"
"28955","FELON"
"28956","AGGRAV ASSAULT  WITH INTENT TO"
"28957","COMMIT A FELONY"
"28958","MARIJUANA-POSSESS WITH INTENT TO SELL"
"28959","MFG OR DELIVER SCHEDULE I"
"28960","SYNTH NARCOTIC-POSSESS WIT SELL MFG"
"28961","OR DELIVER SCHEDULE I OR II"
"28962","NARCOTIC EQUIP-POSSESS AND OR USE"
"28963","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"28964","SUSP 2ND OFF"
"28965","TRESPASSING FAIL TO LEAVE PROPERTY"
"28966","UPON ORDER BY OWNER"
"28967","FAVOR HOLD FOR PINELLAS CO"
"28968","BURGLARY OF DWELLING"
"28969","GRAND THEFT - THIRD DEGREE ($100 TO"
"28970","$300 VALUE FROM DWELLING OR"
"28971","CURTILAGE)"
"28972","VOP/RESISTING OFFICER WITHOUT"
"28973","VIOLENCE"
"28974","PETIT THEFT 1ST OFF"
"28975","VOP/FTA/GRAND THEFT"
"28976","MARIJUANA-POSSESS POSSESS MARIJUANA"
"28977","OVER 20 GRAMS"
"28978","MARIJUANA-POSSESS WITH INTENT TO SELL"
"28979","MFG OR DELIVER SCHEDULE I"
"28980","CARRYING CONCEALED WEAPON BY CAREER"
"28981","CRIMINAL"
"28982","MARIJUANA-POSSESS WITH INTENT TO SELL"
"28983","MFG OR DELIVER SCHEDULE I"
"28984","NARCOTIC EQUIP-POSSESS AND OR USE"
"28985","VOP/GRAND THEFT"
"28986","SALE OF 3,4-"
"28987","METHYLENEDIOXYMETHAMPHETAMINE"
"28988","(MDMA)"
"28989","FAVOR HOLD DOC NWFRC"
"28990","VOP/GRAND THEFT MORE THAN $300 BUT"
"28991","LESS THAN $5,000"
"28992","VOP/BURGLARY OF DWELLING"
"28993","VOP/GRAND THEFT OVER $5,000 BUT LESS"
"28994","THAN $10,000"
"28995","FTA/MOVING TRAFFIC VIOL KNOWINGLY"
"28996","DRIVE WHILE LICE SUSPENDED REVOKED"
"28997","FTA/MARIJUANA-POSSESS NOT MORE THAN"
"28998","20 GRAMS"
"28999","VOP/BURGLARY OF DWELLING"
"29000","VOP/GRAND THEFT OF MOTOR VEHICLE"
"29001","VOP/GRAND THEFT - THIRD DEGREE ($100"
"29002","TO $300 VALUE FROM DWELLING OR"
"29003","CURTILAGE)"
"29004","VOP/DEALING IN STOLEN PROPERTY"
"29005","SALE OR POSSESSION WITH INTENT TO SELL"
"29006","OR DELIVER OF MORE THAN 20 GRAMS OF"
"29007","CANNABIS WITHIN 1000 FT OF A COLLEGE"
"29008","OR UNIVERSITY"
"29009","POSSESSION OF PARAPHERNALIA"
"29010","SEX ASSAULT BY 18 YOA OLDR CUSTOD SEX"
"29011","BATT VICT UND 12 YOA"
"29012","VOP/FTA/POSSESSION OF COCAINE WITH"
"29013","INTENT TO SELL OR DELIVER"
"29014","VOP/FTA/POSSESSION OF CANNABIS WITH"
"29015","INTENT TO SELL"
"29016","VOP/FTA/CARRYING A CONCEALED FIREARM"
"29017","MARIJUANA-POSSESS NOT MORE THAN 20"
"29018","GRAMS"
"29019","WRIT-WHS $800 OR 90 DAYS LCJ"
"29020","DOR/RUFF/CARROLL"
"29021","VOP/FTA/GRAND THEFT (OVER $20,000)"
"29022","VOP/FTA/POSSESSION OF FRAUDULENT"
"29023","DRIVER'S LICENSE"
"29024","VOP/FTA/CRIMINAL USE OF PERSONAL"
"29025","IDENTIFICATION INFORMATION"
"29026","VOP/ORGANIZED SCHEME TO DEFRAUD"
"29027","($20,000 OR MORE)"
"29028","VOP/CRIMINAL USE OF PERSONAL"
"29029","IDENTIFICATION INFORMATION"
"29030","VOP/FRAUDULENT INSURANCE APPLICATION"
"29031","VOP/FALSE PROOF OF MOTOR VEHICLE"
"29032","INSURANCE"
"29033","DUI AND DAMAGE PROPERTY OR PERSON OF"
"29034","ANOTHER"
"29035","VOP/POSSESSION OF CHILD PORNOGRAPHY"
"29036","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"29037","JUSTICE/// N.C. ALLEGHANY CO./POSS OF"
"29038","SCHEDULE II//18OFA90224"
"29039","OUT-OF-COUNTY WARRANT/INDIAN RIVER"
"29040","CO/CASE#20171200/VOP BURG UNOCC"
"29041","STRUCTURE/CRIMINAL MISCHIEF/PROPERTY"
"29042","DAMAGE"
"29043","VOP/FELONY THEFT"
"29044","WRIT-WHS $1000 OR 30 DAYS LCJ"
"29045","DOR/RUFF/CALOCA-JOHNSON"
"29046","FAVOR HOLD FOR WAKULLA CO"
"29047","SEX ASSAULT LEWD LASCIVIOUS BATTERY"
"29048","ELDERLY DISABLED ADULT"
"29049","FELONY THEFT"
"29050","POSSESSION OF CONTROLLED SUBSTANCE"
"29051","POSSESSION OF COCAINE WITH INTENT TO"
"29052","SELL OR DELIVER"
"29053","POSSESSION OF PARAPHERNALIA"
"29054","RESISTING OFFICER WITH VIOLENCE"
"29055","NARCOTIC EQUIP-POSSESS AND OR USE"
"29056","SALE OR POSSESSION OF COCAINE WITH"
"29057","INTENT TO SELL OR DELIVER"
"29058","POSSESSION OF CANNABIS"
"29059","FTA/FELONY THEFT"
"29060","VOP/GRAND THEFT OF FIREARM"
"29061","VOP/GRAND THEFT MORE THAN $10,000 BUT"
"29062","LESS THAN $20,000"
"29063","VOP/POSSESSION OF METHAMPHETAMINE"
"29064","GRAND THEFT OF MOTOR VEHICLE"
"29065","BATTERY 2ND OR SUBSQ OFF"
"29066","FRAUD-IMPERSON FRAUD USE ID WO"
"29067","CONSENT VIC 60 YOA OR OLDER"
"29068","PASS FORGED ALTERED INSTRUMENT"
"29069","FORGERY OF ALTER PUBLIC RECORD"
"29070","CERTIFICATE ETC"
"29071","FRAUD CASH DEPOSIT BANK ITEM W INTENT"
"29072","TO DEFRAUD"
"29073","GRAND THEFT $5,000 OR MORE LESS THAN"
"29074","$10,000"
"29075","GRAND THEFT IS $300 OR MORE BUT LESS"
"29076","THAN $5000"
"29077","FRAUD-SWINDLE DEFRAUD FINANCIAL"
"29078","INSTITUTION"
"29079","DUI ALCOHOL OR DRUGS"
"29080","TRESPASSING FAIL TO LEAVE PROPERTY"
"29081","UPON ORDER BY OWNER"
"29082","GRAND THEFT IS $300 OR MORE BUT LESS"
"29083","THAN $5000"
"29084","FRAUD-IMPERSON ATTEMPT TO USE ID OF"
"29085","ANOTHER PERSON WO CONSENT"
"29086","FRAUD-SWINDLE DEFRAUD FINANCIAL"
"29087","INSTITUTION"
"29088","GRAND THEFT MORE THAN $300 BUT LESS"
"29089","THAN $5,000"
"29090","GRAND THEFT"
"29091","VOP/POSSESSION OF COCAINE"
"29092","FTA/PETIT THEFT"
"29093","FTA/RESISTING OFFICER WITHOUT"
"29094","VIOLENCE"
"29095","VOP/FTA/POSSESSION OF"
"29096","METHAMPHETAMINE"
"29097","VOP/POSSESSION OF CONTROLLED"
"29098","SUBSTANCE"
"29099","HOLD FOR DOC// GRACEVILLE C.I."
"29100","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"29101","SUSP 1ST OFF"
"29102","PETIT THEFT 1ST DEGREE PROPERTY 100 TO"
"29103","UND 300 DOLS"
"29104","VOP/BURGLARY OF A STRUCTURE"
"29105","SMUGGLE CONTRABAND INTRODUCE INTO"
"29106","DETENTION FACILITY"
"29107","OUT-OF-COUNTY WARRANT//FRANKLIN"
"29108","COUNTY SO/POSS.OF FIREARM BY"
"29109","CONVICTED FELON/CASE#18351"
"29110","OUT-OF-COUNTY WARRANT// FRANKLIN"
"29111","COUNTY SO/ AGG ASSAULT W/O INTENT TO"
"29112","KILL/CASE#81352"
"29113","NARCOTIC EQUIP-POSSESS AND OR USE"
"29114","FTA/POSSESSION OF ELECTRIC WEAPON BY"
"29115","CONVICTED FELON"
"29116","FTA/POSSESSION OF METHAMPHETAMINE"
"29117","FTA/POSSESSION OF CANNABIS"
"29118","FTA/POSSESSION OF PARAPHERNALIA"
"29119","FTA/DRIVING WHILE LICENSE SUSPENDED"
"29120","OR REVOKED"
"29121","FTA/BURGL UNOCCUPIED DWELLING"
"29122","UNARMED"
"29123","FTA/GRAND THEFT $5,000 OR MORE LESS"
"29124","THAN $10,000"
"29125","FTA/GRAND THEFT OF  MOTOR VEHICLE"
"29126","FAVOR TRANSPORT LEE CO"
"29127","HOLD AND RETURN TO DOC/NWF MAIN UNIT"
"29128","GRAND THEFT OF  MOTOR VEHICLE"
"29129","DRUGS-POSSESS POSSESS"
"29130","METHAMPHETAMINE"
"29131","MOVING TRAFFIC VIOL DRIVE WITH"
"29132","SUSPENDED REVOKED LICENSE"
"29133","NARCOTIC EQUIP-POSSESS AND OR USE"
"29134","VOP/VIOLATION OF PROBATION OR"
"29135","COMMUNITY CONTROL//WASHINGTON"
"29136","COUNTY SO/CASE#16000071MMA/POSS OF"
"29137","MARIJUANA LESS THAN 20 GRAMS"
"29138","VOP/LEAVING SCENE OF CRASH INVOLVING"
"29139","PERSONAL INJURY"
"29140","VOP/POSSESSION OF COCAINE"
"29141","MARIJUANA-SELL SCHEDULE I"
"29142","MARIJUANA-POSSESS WITH INTENT TO SELL"
"29143","MFG OR DELIVER SCHEDULE I"
"29144","DRUGS-POSSESS CONTROLLED SUBSTANCE"
"29145","WITHOUT PRESCRIPTION"
"29146","NARCOTIC EQUIP-POSSESS AND OR USE"
"29147","DANGEROUS DRUGS KEEP SHOP OR VEHICLE"
"29148","ETC FOR DRUGS 1ST VIOL"
"29149","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"29150","FTA/VOP/PETIT THEFT"
"29151","PUBLIC ASSISTANCE FRAUD"
"29152","FTA/DRIVING WHILE LICENSE SUSPENDED"
"29153","OR REVOKED"
"29154","FRAUD-ILLEG USE CREDIT CARDS USE MORE"
"29155","2 TIMES 6 MOS OBT GDS MONEY $100 MORE"
"29156","PETIT THEFT 1ST OFF"
"29157","FTA/MOVING TRAFFIC VIOL FAIL TO HAVE"
"29158","REQ ENDORSEMENT ON DRIVERS LIC"
"29159","MARIJUANA-POSSESS NOT MORE THAN 20"
"29160","GRAMS"
"29161","NARCOTIC EQUIP-POSSESS AND OR USE"
"29162","DRUGS-POSSESS POSSESS"
"29163","METHAMPHETAMINE"
"29164","NARCOTIC EQUIP-POSSESS AND OR USE"
"29165","VOP/CRIMINAL MISCHIEF (OVER $200 UNDER"
"29166","$1000 DAMAGES)"
"29167","OUT-OF-STATE-FUG-REF FUGITIVE FROM"
"29168","JUSTICE///UNITED STATES DISTRICT COURT"
"29169","US MARSHALS SERVICE GA/CASE#1:16-CR-"
"29170","00025-001"
"29171","VOP/FELONY THEFT"
"29172","BATTERY 2ND OR SUBSQ OFF"
"29173","PETIT THEFT 1ST OFF"
"29174","DOMV///BATTERY COMMIT DOMESTIC"
"29175","BATTERY BY STRANGULATION"
"29176","DOMV///KIDNAP-FALSE IMPRISONMENT"
"29177","ADULT"
"29178","DOMV///BATTERY 2ND OR SUBSQ OFF"
"29179","OUT-OF-COUNTY WARRANT//ESCAMBIA"
"29180","COUNTY SO/CASE#174886CIRA/FTA FOR"
"29181","VOP-GRAND THEFT AUTO/"
"29182","TRESPASSING FAIL TO LEAVE PROPERTY"
"29183","UPON ORDER BY OWNER"
"29184","HIT AND RUN LEAVE SCENE OF CRASH"
"29185","INVOLVE DAMAGE TO PROP-MORE THAN $50"
"29186","DAMAGE"
"29187","PETIT THEFT 1ST OFF"
"29188","FAVOR HOLD HILLSBOROUGH CO/ NO BOND"
"29189","DOMV/BATTERY TOUCH OR STRIKE"
"29190","VOP/FTA/BANK FRAUD"
"29191","BURGL OF DWELLING UNARMED NO ASSAULT"
"29192","OR BATT"
"29193","BURGL UNOCCUPIED DWELLING UNARMED"
"29194","GRAND THEFT OF  MOTOR VEHICLE"
"29195","DRUGS-POSSESS POSSESS"
"29196","METHAMPHETAMINE"
"29197","BATTERY ON OFFICER FIREFIGHTER EMT ETC"
"29198","MOVING TRAFFIC VIOL DRIVE WITH"
"29199","SUSPENDED REVOKED LICENSE SUBSQ OFF"
"29200","MARIJUANA-POSSESS NOT MORE THAN 20"
"29201","GRAMS"
"29202","VOP/PETIT THEFT"
"29203","NONMOVING TRAFFIC VIOL DRIVE WHILE LIC"
"29204","SUSP 3RD OR SUBSQ OFF"
"29205","WRIT-WHS $800 OR 60 DAYS LCJ"
"29206","DOR/RUFF/FRANCIS"
"29207","WRIT-WHS $200 OR 60 DAYS LCJ"
"29208","DOR/RUFF/FRANCIS"
"29209","FTA/FAILURE TO REDELIVER LEASED"
"29210","PROPERTY"
"29211","GRAND THEFT OF  MOTOR VEHICLE"
"29212","FRAUD UTTER FALSE INSTRUMENT"
"29213","AGGRAV BATTERY CAUSE BODILY HARM OR"
"29214","DISABILITY"
"29215","GRAND THEFT IS $300 OR MORE BUT LESS"
"29216","THAN $5000"
"29217","FRAUD-FALSE STATEMENT ON MOTOR"
"29218","VEHICLE INSURANCE APPLICATION"
"29219","RESIST OFFICER OBSTRUCT WO VIOLENCE"
"29220","AGGRAV STALKING FOLLOW HARASS"
"29221","CYBERSTALK AFTER INJUNCTION"
"29222","KIDNAP COMMIT OR FACILITATE"
"29223","COMMISSION OF FELONY"
"29224","KIDNAP-FALSE IMPRISONMENT ADULT"
"29225","TRESPASSING PROPERTY NOT STRUCTURE"
"29226","OR CONVEY"
"29227","DOMV/OBSTRUCTING JUSTICE INTIMIDATE"
"29228","THREATEN WITNESS VICT INFORMANT"
"29229","DOMV/BATTERY TOUCH OR STRIKE"
"29230","DAMAGE PROP-CRIM MISCH 200 DOLLARS"
"29231","AND UNDER"
"29232","OUT-OF-COUNTY WARRANT/ MANATEE CO"
"29233","SO/ CASE #18004032/ FTA/ BENCH"
"29234","WARRANT DUI"
"29235","OUT-OF-COUNTY WARRANT/ MANATEE CO"
"29236","SO/ CASE # 201804032/ DWL FROM"
"29237","OTHER/FOREIGN STATE WHILE FL LIC SUSP"
"29238","VOP/BATTERY ON LAW ENFORCEMENT"
"29239","OFFICER"
"29240","DAMAGE PROP-CRIM MISCH OVER 200"
"29241","DOLLARS UNDER 1000 DOLLARS"
"29242","MARIJUANA-POSSESS NOT MORE THAN 20"
"29243","GRAMS"
"29244","MARIJUANA-POSSESS WIT SELL ETC WI 1K"
"29245","FT SCH/CHILD CARE FAC SCH I"
"29246","MARIJUANA-POSSESS POSSESS MARIJUANA"
"29247","OVER 20 GRAMS"
"29248","NARCOTIC EQUIP-POSSESS AND OR USE"
"29249","AGGRAV BATTERY OFFENDR KNEW/SHOULD"
"29250","HAVE KNOWN VICT PREGNANT"
"29251","RESIST OFFICER OBSTRUCT WO VIOLENCE"
